ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,POV,Citation
708,RUM,directorul însu-şi/în persoană va vorbi cu noi.,directorul	însu-şi/în	persoană	va	vorbi	cu	noi.,the.director	INT/in	person	will	speak	with	us,The director himself/in Person will speak with us.,,,,adnominal,questionnaire (anonymous source informant)
709,RUM,chiar în oaza e multă apă.,chiar	în	oaza	e	multă	apă.,INT	in	oasis	is	much	water,In the oasis itself there is much water.,,,,adnominal,questionnaire (anonymous source informant)
710,RUM,Mario a reparat mašina de la sine.,Mario	a	reparat	mašina	de	la	sine.,Mario	has	repaired	car	PREP	PREP	REFL,Mario (has) repaired the car himself.,,,,adv exclusive,questionnaire (anonymous source informant)
711,RUM,autoarea nu deseneaza singur-a ilustraţiile.,autoarea	nu	deseneaza	singur-a	ilustraţiile.,author(FEM)	NEG	draw	AVE-FEM	the.illustrations,The author did not draw the illustrations herself.,,,,adv exclusive,questionnaire (anonymous source informant)
712,RUM,"chiar sunînd la instalator, tot nu poţi să repari ţeava.","chiar	sunînd	la	instalator,	tot	nu	poţi	să	repari	ţeava.",even	calling	PREP	plumber	still	NEG	you.can	COMP	fix	pipe,"Even calling the plumber, you cannot fixthe pipe.",,,,scalar focus particle,"Daniliuc, L. & Daniliuc, R. (2000). <i>Descriptive Romanian Grammar -- An Outline</i>. München: LINCOM."
713,SWA,m-ti w-enyewe,m-ti	w-enyewe,NC3-tree	NC3-INT,the tree itself,,,,adnominal,"Ashton, E.O. (1944). <i>Swahili Grammar</i>. London: Longmans."
714,SWA,m-vuvi mw-enyewe,m-vuvi	mw-enyewe,NC1-fisherman	NC1-INT,the fisherman himself,,,,adnominal,"Loogman, A. (1965). <i>Swahili Grammar and Syntax</i>. Louvain: Nauwelaerts."
715,SWA,amekuja mw-enyewe,amekuja	mw-enyewe,he.has.come	NC1-INT,He has come himself.,,,,adv exclusive,"Loogman, A. (1965). <i>Swahili Grammar and Syntax</i>. Louvain: Nauwelaerts."
716,SWA,ikamlazimu ku-ji-tupa ma-ji-ni,ikamlazimu	ku-ji-tupa	ma-ji-ni,it.was.necessary	PRES-REFL-throw	NC6-water-LOC,He had to throw himself into the water.,,,,reflexive,"Loogman, A. (1965). <i>Swahili Grammar and Syntax</i>. Louvain: Nauwelaerts."
717,SWA,ni-na-ji-ona,ni-na-ji-ona,1SG-PRS-REFL-see,I saw myself.,,,,reflexive,"<a href=""http://mwanasimba.online.fr/F_Chap08.htm"">http://mwanasimba.online.fr/F_Chap08.htm</a>"
718,SWA,nyumba hizi ni zangu mimi mw-enyewe,nyumba	hizi	ni	zangu	mimi	mw-enyewe,houses	DEM.NC10	COP	mine.NC10	I	NC1-INT,These houses are my own.,,,,own,"Loogman, A. (1965). <i>Swahili Grammar and Syntax</i>. Louvain: Nauwelaerts."
719,SHD,màmbò ó-mèné,màmbò	ó-mèné,chief	NC1.3SG-INT,the chief himself,,,,adnominal,"Fortune, S.J. (1955). <i>An Analytical Grammar of Shona</i>. London: Longmans."
720,SHD,mukàtí mó-mèné,mukàtí	mó-mèné,middle	NC18-INT,"in the middle itself, amid",,,,adnominal,"Brauner, Siegmund (1993). <i>Einführung ins Schona</i>. Köln: Köppe."
721,SHD,ndatenga rugwaro ini mene,ndatenga	rugwaro	ini	mene,I.bought	book	I	INT,I bought my book myself,,,no tones are indicated in the original,adv exclusive,"Biehler, E. (1950). <i>A Shona Dictionary with an Outline Shona Grammar</i>. Cape Town: Longmans."
722,HUA,Tàlaa [taa gan] tà à maduubîn,Tàlaa	[taa	gan]	tà	à	maduubîn,Tala	[she	saw]	PRO.3SG.OBJ	PREP	mirror,Tala saw her/herself in the mirror.,,,"with verbs of perception, a simple object pronoun can be coreferential with the subject",reflexive,"Newman, P. (2000). <i>The Hausa Language: An Encyclopedic Reference Grammar</i>. New Haven: Yale University Press."
723,HUA,maalàm [yaa karràntà] littaafi-n kânsà,maalàm	[yaa	karràntà]	littaafi-n	kânsà,teacher	[he	read]	book-LNK	INT.3SG.MASC,The teacher read his own book.,,,,own,"Newman, P. (2000). <i>The Hausa Language: An Encyclopedic Reference Grammar</i>. New Haven: Yale University Press."
724,HUA,gìlaashìn [yaa fashèè] dà kânsà,gìlaashìn	[yaa	fashèè]	dà	kânsà,glass	[it	broke]	PREP	INT.3SG.MASC,The glass broke by itself.,,,adverbial-exclusive intensifier is possible with inanimate head NPs,adv exclusive,"Newman, P. (2000). <i>The Hausa Language: An Encyclopedic Reference Grammar</i>. New Haven: Yale University Press."
725,HUA,kààfin shii kânsà [yà yàrrda] doolè [yà tàmbàyi] wânsà,kààfin	shii	kânsà	[yà	yàrrda]	doolè	[yà	tàmbàyi]	wânsà,before	he	INT.3SG.MASC	[he	agrees]	necessary	[he	asks]	his.elder.brother,"Before he himself agrees, he should ask his older brother.",,,,adnominal,"Newman, P. (2000). <i>The Hausa Language: An Encyclopedic Reference Grammar</i>. New Haven: Yale University Press."
726,HUA,harr gidân [yaa k’oonèè],harr	gidân	[yaa	k’oonèè],even	house	[it	burnt	down],Even the house burnt down.,,,,scalar focus particle,"Jaggar, P.J. (2001). <i>Hausa</i>. Amsterdam: Benjamins."
727,HUA,koo Audù [yanàà nan],koo	Audù	[yanàà	nan],even	Audu	[was	there],Even Audu was there.,,,,scalar focus particle,"Jaggar, P.J. (2001). <i>Hausa</i>. Amsterdam: Benjamins."
728,BRA,hali Usman tè se Lamini na,hali	Usman	tè	se	Lamini	na,even	Usman	NEG	can	Lamini	defeat,Even Usman cannot defeat Lamini.,,,,scalar focus particle,"Ebermann, E. (1986). <i>Kleines Wörterbuch der Bambara-Sprache</i>. Wien: Universität Wien."
729,BRA,i yɛ̀rɛ ta do wa?,i	yɛ̀rɛ	ta	do	wa?,you	INT	POSS.NP	is.Q	Q,Is it really yours?,,,"POSS.NP: possessive noun ('mine', 'yours' etc.)<br> <i>do</i>: copula used in questions",own,"<a href=""http://perso.wanadoo.fr/jdtr/struc/Bambara.htm"">http://perso.wanadoo.fr/jdtr/struc/Bambara.htm</a>"
730,LIN,yé mpenjá asálí yangó,yé	mpenjá	asálí	yangó,he	even	did	that,"Even he did that (orig.: 'He, even he, did it')",,,,scalar focus particle,"Carrington, J.F. and M. Guthrie (1988). <i>Lingala - Grammar and Dictionary</i>. Didcot: Baptist Missionary Society."
731,FUH,lamid’o kam gam hoore muʔu,lamid’o	kam	gam	hoore	muʔu,king	he	PREP	INT	his,the King himself,,,APP: appositive marker (used for juxtaposition of two NPs),adnominal,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer."
732,AFK,jou kind moet self sy skooltaak doen,jou	kind	moet	self	sy	skooltaak	doen,your	child	must	INT	his	homework	do,Your child must do his homework himself.,,,,adv exclusive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
733,AFK,ek het haar self in die dorp gesien,ek	het	haar	self	in	die	dorp	gesien,I	have	her	INT	in	the	town	seen,I saw her in town myself.,,,,adv exclusive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
734,AFK,ek self het haar gesien,ek	self	het	haar	gesien,I	INT	have	her	seen,I myself/personally saw her.,,,,adnominal,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
735,AFK,Sy hat die rokkie self gemaak,Sy	hat	die	rokkie	self	gemaak,she	has	the	dress	INT	made,She made the dress herself.,,,,adv exclusive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
736,FRI,ik seach de minister sels,ik	seach	de	minister	sels,I	saw	the	ministaer	INT,I saw the ministaer himself,,,,adnominal,"Tiersma, P.M. (1985). <i>Frisian Reference Grammar</i>. Dordrecht: Foris."
737,FRI,Durk sels hat yn tsjerke west,Durk	sels	hat	yn	tsjerke	west,Durk	INT	has	in	church	been,Durk himself was in church,,,,adnominal,"Tiersma, P.M. (1985). <i>Frisian Reference Grammar</i>. Dordrecht: Foris."
738,FRI,Durk hat sels yn tsjerke west,Durk	hat	sels	yn	tsjerke	west,Durk	has	INT	in	church	been,Durck was in church himself.,,,,adv exclusive,"Tiersma, P.M. (1985). <i>Frisian Reference Grammar</i>. Dordrecht: Foris."
739,AFK,my pa is nou baie oud en ek moet hom skeer want hy kan hom-self nie meer skeer nie,my	pa	is	nou	baie	oud	en	ek	moet	hom	skeer	want	hy	kan	hom-self	nie	meer	skeer	nie,my	father	is	now	very	old	and	I	must	shave	him	because	he	can	him-self	NEG	any.more	shave	NEG,My father is now very old and I have to shave him because he can't shave himself anymore.,,,,reflexive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
740,AFK,elke ma moet haar-self die volgende afvra:...,elke	ma	moet	haar-self	die	volgende	afvra:...,every	mother	must	her-self	the	following	ask:...,Every mother should ask herself the following:...,,,,reflexive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
741,AFK,dié vroumens praat te veel oor haar-self,dié	vroumens	praat	te	veel	oor	haar-self,that	woman	talks	too	much	about	her-self,That woman talks about herself too much.,,,,reflexive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
742,AFK,jy kan dit vir jou-self sien,jy	kan	dit	vir	jou-self	sien,you	can	that	for	your-self	see,You can see it for yourself.,,,,reflexive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
743,AFK,Louis het vir hom(self) ’n paar tydskrifte uitgesoek,Louis	het	vir	hom(self)	’n	paar	tydskrifte	uitgesoek,Louis	has	for	him(self)	a	few	magazines	chosen,Louis chose a few magazines for himself.,,,,reflexive,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
744,AFK,hy is die wysheid (van)self,hy	is	die	wysheid	(van)self,he	is	the	wisdom	(of)self,He is wisdom itself.,,,,adnominal,"Donaldson, B.C. (1993). <i>A Grammar of Afrikaans</i>. London: Routledge."
745,AFK,elkeen het in sy eie motor gekom,elkeen	het	in	sy	eie	motor	gekom,every	has	in	his	own	car	come,Everyone came in their own car.,,,,own,"<a href=""http://www.boekwurm.co.za/blad_nuus/nuus_argief_2003/ 2003_27.html"">www.boekwurm.co.za/blad_nuus/nuus_argief_2003/ 2003_27.html</a>"
746,AFK,God Is Getrou - Selfs As Ons Nie Is Nie,God	Is	Getrou	-	Selfs	As	Ons	Nie	Is	Nie,God	is	faithful	--	even	if	we	NEG	are	NEG,Gos is faithful -- even if we are not.,,,,scalar focus particle,"<a href=""http://www.tscpulpitseries.org/afrikaans/ts960122.htm"">http://www.tscpulpitseries.org/afrikaans/ts960122.htm</a>"
747,VLA,de man zelf,de	man	zelf,the	man	INT,the man himself,,,,adnominal,"Verbeek, H. (1917). <i>Flämisch för alle Deutschen</i>. Gladbach: Volksvereins-Verlag."
748,VLA,de vrouw zelv-e,de	vrouw	zelv-e,the	woman	INT-DEF,the woman herself,,,,adnominal,"Verbeek, H. (1917). <i>Flämisch för alle Deutschen</i>. Gladbach: Volksvereins-Verlag."
749,VLA,het kins zelf,het	kins	zelf,the	child	INT,the child itself,,,,adnominal,"Verbeek, H. (1917). <i>Flämisch för alle Deutschen</i>. Gladbach: Volksvereins-Verlag."
750,VLA,zelfs de kok liep hem met het braadspit na,zelfs	de	kok	liep	hem	met	het	braadspit	na,even	the	cook	ran	him	with	the	spit	after,Even the cook ran after him with the spit.,,,,scalar focus particle,"Verbeek, H. (1917). <i>Flämisch för alle Deutschen</i>. Gladbach: Volksvereins-Verlag."
751,SWD,själv-a drottning-en kom,själv-a	drottning-en	kom,INT-DEF	queen-ART	came,The queen herself came.,,,alternative translation: 'the very queen came',adnominal,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
752,SWD,barn-en själv-a bestämde,barn-en	själv-a	bestämde,children-ART	INT-PL	decided,The children themselves decided.,,,,adnominal,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
753,SWD,säg själv vad du tror,säg	själv	vad	du	tror,say	INT	what	you	think,Tell us yourself what you think.,,,,adv exclusive,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
754,SWD,jag skar bröd-et själv,jag	skar	bröd-et	själv,I	cut	bread-ART	INT,I cut the bread myself.,,,,adv exclusive,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
755,SWD,själv vågar jag inte göa någonting,själv	vågar	jag	inte	göa	någonting,INT	dare	I	not	do	anything,"Myself, I daren't do anything.",,,,adnominal,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
756,SWD,det bor inte så mycket folk i själv-a London,det	bor	inte	så	mycket	folk	i	själv-a	London,there	live	not	so	many	people	in	INT-DEF	London,Not so many people live in London itself.,,,,adnominal,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
757,LIN,mokandá na ngái mɔ́kɔ́,mokandá	na	ngái	mɔ́kɔ́,book	PREP	I	INT,my own book,,,,own,"Carrington, J.F. and M. Guthrie (1988). <i>Lingala - Grammar and Dictionary</i>. Didcot: Baptist Missionary Society."
758,LIN,bi-lɔ́kɔ óyo mpenja,bi-lɔ́kɔ	óyo	mpenja,PL-thing	DEM	INT,these things themselves,,,,adnominal,"Guthrin, M. (1966). <i>Grammaire et dictionnaire de Lingala</i>. Cambridge: Gregg."
759,LIN,yê mɔ́kɔ́ asálí yangó,yê	mɔ́kɔ́	asálí	yangó,he	INT	did	that,He did that himself.,,,,adv exclusive,"Guthrin, M. (1966). <i>Grammaire et dictionnaire de Lingala</i>. Cambridge: Gregg."
760,FUH,kanko nawni hoore maako,kanko	nawni	hoore	maako,he	hurt	[head	his]=REFL,He hurt himself.,,,,reflexive,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer."
761,FUH,ʔallaa wallan wallub’e koʔe mumʔen,ʔallaa	wallan	wallub’e	koʔe	mumʔen,God	helps	they.help	INT	POSS.PRO.3PL,God helps those who help themselves.,,,,reflexive,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer."
762,FUH,miin tigi,miin	tigi,I	INT,I myself,,,,adnominal,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part II. Berlin: Reimer."
763,FUH,suudu am halal,suudu	am	halal,house	my	own,my own house,,,,own,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer."
764,FUH,hattáa Umaar anda,hattáa	Umaar	anda,even	Umaar	came,Even Umaar came.,,,,scalar focus particle,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer."
765,GAZ,hafuur-ri namaa illee hin jiru,hafuur-ri	namaa	illee	hin	jiru,breath-SUBJ	person.GEN	even	NEG	be.there,Even a person's breath is not there.,,,,scalar focus particle,"Griefenow-Mewis, C. (2001). <i>A Grammatical Sketch of written Oromo</i>. Köln: Köppe."
766,GAZ,inni farda ifii-n deeme,inni	farda	ifii-n	deeme,he	horse	INT-SUBJ	went,He went on his own horse.,,,,own,"Ali, M. & Zaborski, A. (1990). <i>Handbook of the Oromo Language</i>. Stuttgart: Steiner."
767,SWD,själv-a det lilla nav-et är svårt att se med blotta öga-t.,själv-a	det	lilla	nav-et	är	svårt	att	se	med	blotta	öga-t.,INT-DEF	ART	small.DEF	hub-ART	is	hard	to	see	with	mere	eye-ART,The small hub itself is difficult to see to the naked eye.,,,,adnominal,"Teleman, U. et al. (2000). <i>Svenska Akademiens Grammatik</i>. Stockholm: Norstedts Ordbok."
768,SWD,själv-e chef-en var här och gratulerade,själv-e	chef-en	var	här	och	gratulerade,INT-DEF.MASC	boss-ART	was	here	and	congratulated,The boss himelf was here and congratulated.,,,,adnominal,"Teleman, U. et al. (2000). <i>Svenska Akademiens Grammatik</i>. Stockholm: Norstedts Ordbok."
769,KHQ,[[[a wane] albarka di] jaatir] o bow,[[[a	wane]	albarka	di]	jaatir]	o	bow,[[[it	POSS]	force	DEF]	INT]	IMPF	be.big,It's (the melon's) very power (i.e. value) is great.,,,,adnominal,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
770,KHQ,a na wala foo,a	na	wala	foo,he	not	even	greet,He did'nt even greet.,,,,scalar focus particle,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
771,FUH,[fa e] kananke waawatá wara dekum,[fa e]	kananke	waawatá	wara	dekum,even	chief	cannot	kill	wife,Even a chief is not allowed to kill his wife.,,,,scalar focus particle,"deWolf, P.P. (1995). <i>English-Fula Dictionary -- A Multidialectal Approach</i>. Part I. Berlin: Reimer."
772,SON,haa kul kaŋ ga tee kul ni no ma a tee [nda ni boŋ],haa	kul	kaŋ	ga	tee	kul	ni	no	ma	a	tee	[nda	ni	boŋ],thing	all	REL	IMPF	be.done	all	you	FOC	IMPF	3SG.OBJ	do	[with	your	head],Everything that gets done it is YOU who does it by yourself.,,,REL: introduces relative clause,adv exclusive,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
773,SON,a ga boro guna kaŋ ŋga ga bag-aa,a	ga	boro	guna	kaŋ	ŋga	ga	bag-aa,he	IMPF	person	look.for	REL	REFL.3SG	IMPF	love-3SG.OBJ,He(i) was looking for a person (woman) whom he(i) could love.,,,,reflexive,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
774,SON,baa boŋkoynoo mana ŋaa,baa	boŋkoynoo	mana	ŋaa,even	chief.DEF.SG	not	eat,Even the chief didn't eat.,,,,scalar focus particle,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
775,DJK,a leliman be mani gi [en seefi] leti,a	leliman	be	mani	gi	[en	seefi]	leti,PRO.3SG	teacher	ANT	want	give	[PRO.3SG.OBL	<i>seefi</i>]=REFL	right,The teacher had wanted to justify himself.,,,ANT: anterior past tense,reflexive,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
776,DJK,"efu a si wan dede sama seefi, a e nyanmi en","efu	a	si	wan	dede	sama	seefi,	a	e	nyanmi	en",if	PRO.3SG	see	a	dead	person	even	3SG	CNT	eats	PRO.3SG.OBL,Even if it sees a dead person it eats it.,,,CNT: continuative aspect<br>,scalar focus particle,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
777,DJK,a sidon begi a uman fu [en eigi] mati,a	sidon	begi	a	uman	fu	[en	eigi]	mati,PRO.3SG	sit.down	ask	ART	wife	for	[PRO.3SG.OBL	own]	friend,He sat and asked for his own friend's wife.,,,,own,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
778,DJK,a kouno seefi den sende a biifi de gi,a	kouno	seefi	den	sende	a	biifi	de	gi,ART	king	INT	them	sent	ART	letter	there	give,To the king himself they sent that letter.,,,,adnominal,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
779,DJK,ai tide mi seefi si anga mi ain,ai	tide	mi	seefi	si	anga	mi	ain,yes	today	PRO.1SG	INT	see	with	PRO.1SG	eye,"Yes indeed, today I see it myself with my own eyes.",,,,adv exclusive,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
780,DJK,den osu fu den tu uman fi en bigi leti a seefi,den	osu	fu	den	tu	uman	fi	en	bigi	leti	a	seefi,ART.PL	house	for	ART.PL	two	wife	for	PRO.3SG.OBL	big	right	LOC	same,The houses of his two wives are just the same size.,,,,same,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
781,BNG,mukul-Ø nije-ke nije-Ø doš dicche,mukul-Ø	nije-ke	nije-Ø	doš	dicche,Mukul-NOM	REFL-DAT	INT-NOM	blame	is.giving,Mukul is blaming himself.,,,,reflexive,"Sengupta, G. (2000). Lexical anaphors and pronouns in Bangla. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
782,GJR,raaj sudhaa-ne potaan-e ghare maLše,raaj	sudhaa-ne	potaan-e	ghare	maLše,Raj	Sudha-ACC	INT.GEN-FEM.SG(?)	at.house	will.meet,Raj(i) will meet Sudha(j) at his(i)/(*j) (own) house.,,,"""The genitive form [of <i>pote</i>] ... contains the gender-number morphology agreeing with the head noun."" (Mistry 2000: 336); we analyse <i>potaane</i> as agreeing with <i>Sudha</i> (which is feminine), but this analysis is not beyond doubt (comments are appreciated)",own,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
783,NIY,ɨnzá àmbò na̚pfo tŭna mà,ɨnzá	àmbò	na̚pfo	tŭna	mà,NEG	dove	RSM.open.NAR	voice.3SG.LOG.POSS	even,Dove didn't even make a sound.,,,&lt; ̚&gt;: high-mid tone<br> RSM: resumptive marker<br> NAR: narrative past,scalar focus particle,"Kutsch Lojenga, Constance (1994). <i>Ngiti: A Central-Sudanic language of Zaire</i>. Nilo-Saharan, 9. Köln: Köppe."
784,SOM,"xátaa haddùu roob da’ó, waa wákhti dambé ímminka in la nabad geliyó midháha","xátaa	haddùu	roob	da’ó,	waa	wákhti	dambé	ímminka	in	la	nabad	geliyó	midháha",even	the.time.it	rain	falls	FOC	time	late	now	that	one	peace	enter.CAUSE	the.crops,"Even if it rains, it's too late now for the crops to be saved.",,,,scalar focus particle,"Saaed, J. (1999). <i>Somali</i>. Amsterdam: Benjamins."
785,LEZ,či Qabustanbadikaj sew-er-iz-ni kwaz kič’e-da,či	Qabustanbadikaj	sew-er-iz-ni	kwaz	kič’e-da,we.GEN	Qabustan-ba.SBEL	bear-PL-DAT-also	even	afraid-FUT,Even bears are afraid of our Qabustan-ba.,,,SBEL: subelative,scalar focus particle,"Haspelmath, M. (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
786,GRK,Ɵélo na to eksijíso aplá pú na to katalávun ké ta pedjá,Ɵélo	na	to	eksijíso	aplá	pú	na	to	katalávun	ké	ta	pedjá,I.want	that	it	I.explain	simply	COMP	PRT	it	they.understand	even	the	children,I want to explain it in simple terms so that even the children (can) understand it.,,,,scalar focus particle,"Joseph, Brian D. and Irene Philippaki-Warburton (1987). <i>Modern Greek</i>. London: Croom Helm."
787,BSQ,Cervantesek ere baditu akatsa-k bere Kixote-n.,Cervantesek	ere	baditu	akatsa-k	bere	Kixote-n.,Cervantes.ERG	even	has	mistake-PL	his	Quijote-LOC,Even Cervantes has mistakes in his Quijote.,,,,scalar focus particle,"Aulestia, G. & White, L. (1990). <i>English-Basque Dictionary</i>. Reno & Las Vegas: University of Nevada Press."
788,MJS,raaman bhayappeTTu ii gaLfə yuddham swantam bisinass-ine poolum baadhikkum ennə,raaman	bhayappeTTu	ii	gaLfə	yuddham	swantam	bisinass-ine	poolum	baadhikkum	ennə,Raman	feared	this	Gulf	War	own	business-ACC	even	will.affect	COMP,Raman feared that this Gulf War would affect even his own business.,,,,scalar focus particle,"Jayaseelan, K.A. (2000). Lexical anaphors and pronouns in Malayalam. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
789,TCV,kumaar kuDa angu poNaan,kumaar	kuDa	angu	poNaan,Kumar	even/too	there	went,Even Kumar went there.,,,,scalar focus particle,Sangeetha Sekaran
790,TCV,kumaar-ee naDandaan,kumaar-ee	naDandaan,Kumar-EMPH	walked,Kumar himself walked.,,,,adnominal,Sangeetha Sekaran
